Kim,Khadija,GreenEnergy,Développement Mobile,Peinture,4,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Camara,Ousmane,SpaceExplore,DevOps,Football,5,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Ndiaye,Mariam,QuantumLeap,Data Science,Gaming,1,Impatience,Résilience,Orange,Tacos,Café,Python
Diouf,Zineb,NovaSphere,Dev Web Frontend,Lecture,10,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Gueye,Youssouf,TerraForm,Cybersécurité,Échecs,12,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Dubois,Lamine,SecureID,Cloud Computing,Volley-ball,11,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Sy,Fatou,HealthConnect,Intelligence Artificielle,Musique,9,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Martin,Sophie,FinTrack,Business Intelligence,Randonnée,0,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Lefebvre,Aminata,AgriTech+,Machine Learning,Jardinage,13,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Touré,Ndeye,EduBoost,UI/UX Design,Cuisine,6,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Diallo,Aly,ConnectHome,QA Testing,Voyage,15,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Rodriguez,Jean,RoboAssist,Blockchain,Danse,7,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Dupont,Marie,GreenEnergy,Développement Mobile,Photographie,8,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Schmidt,David,SpaceExplore,DevOps,Football,4,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Wang,Kenji,QuantumLeap,Data Science,Gaming,5,Impatience,Résilience,Orange,Tacos,Café,Python
Garcia,Anya,NovaSphere,Dev Web Frontend,Lecture,1,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Kim,Samuel,TerraForm,Cybersécurité,Échecs,10,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Konaté,Mamadou,SecureID,Cloud Computing,Volley-ball,12,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Sy,Aminata,HealthConnect,Intelligence Artificielle,Musique,11,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Ndiaye,Pierre,FinTrack,Business Intelligence,Randonnée,9,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Dubois,Sylvie,AgriTech+,Machine Learning,Jardinage,0,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Lefebvre,Malik,EduBoost,UI/UX Design,Cuisine,14,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Touré,Ismaël,ConnectHome,QA Testing,Voyage,6,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Chen,Clara,RoboAssist,Blockchain,Danse,15,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Singh,Omar,GreenEnergy,Développement Mobile,Photographie,7,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Müller,Gisèle,SpaceExplore,DevOps,Football,8,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Silva,Lamine,QuantumLeap,Data Science,Gaming,4,Impatience,Résilience,Orange,Tacos,Café,Python
Rossi,Joséphine,NovaSphere,Dev Web Frontend,Lecture,5,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Khan,Moussa,TerraForm,Cybersécurité,Échecs,1,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Rodriguez,Yao,SecureID,Cloud Computing,Volley-ball,10,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Ivanov,Emma,HealthConnect,Intelligence Artificielle,Musique,12,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Lee,Lucas,FinTrack,Business Intelligence,Randonnée,11,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Ngô,Yasmine,AgriTech+,Machine Learning,Jardinage,9,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Sow,Karim,EduBoost,UI/UX Design,Cuisine,0,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Baldé,Adama,ConnectHome,QA Testing,Voyage,13,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Barry,Ndeye,RoboAssist,Blockchain,Danse,6,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Guèye,Sophie,GreenEnergy,Développement Mobile,Peinture,15,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Diop,Bruno,SpaceExplore,DevOps,Football,7,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Camara,Chloe,QuantumLeap,Data Science,Gaming,8,Impatience,Résilience,Orange,Tacos,Café,Python
Diouf,Diarra,NovaSphere,Dev Web Frontend,Lecture,4,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Ba,Khadija,TerraForm,Cybersécurité,Échecs,5,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Ndour,Mamadou,SecureID,Cloud Computing,Volley-ball,1,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Cissé,Mariam,HealthConnect,Intelligence Artificielle,Musique,10,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Gueye,Ousmane,FinTrack,Business Intelligence,Randonnée,12,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Ndao,Rama,AgriTech+,Machine Learning,Jardinage,11,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Samb,Souleymane,EduBoost,UI/UX Design,Cuisine,9,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Fall,Youssouf,ConnectHome,QA Testing,Voyage,0,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Thiam,Zineb,RoboAssist,Blockchain,Danse,13,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Kane,Aly,GreenEnergy,Développement Mobile,Photographie,6,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Dupont,Jean,SpaceExplore,DevOps,Football,15,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Traoré,Marie,QuantumLeap,Data Science,Gaming,7,Impatience,Résilience,Orange,Tacos,Café,Python
Diallo,Fatou,NovaSphere,Dev Web Frontend,Lecture,8,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Martin,Aïcha,TerraForm,Cybersécurité,Échecs,4,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Schmidt,David,SecureID,Cloud Computing,Volley-ball,5,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Wang,Sophie,HealthConnect,Intelligence Artificielle,Musique,1,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Garcia,Kenji,FinTrack,Business Intelligence,Randonnée,10,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Kim,Anya,AgriTech+,Machine Learning,Jardinage,12,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Konaté,Samuel,EduBoost,UI/UX Design,Cuisine,11,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Sy,Aminata,ConnectHome,QA Testing,Voyage,9,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Ndiaye,Pierre,RoboAssist,Blockchain,Danse,0,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Fatoumata,Samba,ConnectKids,Développement Mobile,Danse,10,Impulsivité,Esprit d'équipe,Bleu,Thieboudienne,Bissap,Kotlin
Mamadou,Diallo,SafeCity,Cybersécurité,Football,7,Entêtement,Loyauté,Vert,Mafe,Bissap,Python
Isabella,Garcia,EduBoost,UI/UX Design,Lecture,3,Perfectionnisme,Créativité,Rose,Pasta,Jus d'orange,JavaScript
Kenji,Tanaka,QuantumLeap,Intelligence Artificielle,Gaming,9,Timidité,Rigueur,Noir,Sushi,Thé,Python
Aïcha,Bah,AgriTech+,Data Science,Jardinage,5,Procrastination,Curiosité,Jaune,Couscous,Eau,R
David,Kim,FinTrack,Développement Web Backend,Coding,8,Impatience,Adaptabilité,Bleu,Ramen,Café,Java
Sophie,Dubois,HealthConnect,Cloud Computing,Yoga,6,Bavardage,Empathie,Blanc,Lasagnes,Smoothies,Go
Omar,Diop,UrbanFlow,Administration Réseau,Bricolage,12,Désorganisation,Ingéniosité,Gris,Poulet Yassa,Bière,Shell
Priyanka,Singh,DataInsight,Machine Learning,Méditation,4,Hypersensibilité,Patience,Violet,Pho,Thé à la menthe,Python
Moussa,Kone,GreenEnergy,DevOps,Randonnée,11,Entêtement,Leadership,Vert,Thieboudienne,Eau,Bash
Anna,Müller,SecureVote,Blockchain,Photographie,2,Manque de confiance,Réactivité,Rouge,Burger,Soda,Go
Jean,Dupont,RoboAssist,Ingénierie Logicielle,Échecs,13,Critique facile,Organisation,Bleu,Fondue,Vin,C++
Fatou,Ndiaye,SkillUp,Test Logiciel,Lecture,1,Impulsivité,Persévérance,Orange,Yassa,Jus d'orange,Java
Hiroshi,Suzuki,VisionAI,Intelligence Artificielle,Gaming,7,Timide,Créativité,Noir,Sushi,Thé,Python
Aminata,Sow,E-GovNext,Gestion de Projet Tech,Voyage,10,Procrastination,Esprit d'équipe,Jaune,Mafe,Bissap,PHP
Marc,Martin,CyberGuard,Cybersécurité,Football,5,Entêtement,Loyauté,Bleu,Pizza,Bière,C#
Li,Chen,OmniMart,Développement Web Frontend,Danse,6,Perfectionnisme,Empathie,Rose,Nouilles,Jus d'orange,JavaScript
Mamadou,Sy,InfraBuild,SRE,Randonnée,9,Désorganisation,Rigueur,Vert,Thieboudienne,Eau,Shell
Clara,Bernard,BioGenius,Big Data,Lecture,3,Bavardage,Curiosité,Violet,Pasta,Smoothies,R
Antoine,Moreau,CloudGenie,Cloud Computing,Coding,8,Impatience,Adaptabilité,Blanc,Burger,Café,Go
Aïcha,Keita,EduPath,Développement Mobile,Musique,4,Manque de confiance,Réactivité,Orange,Yassa,Karkadé,Kotlin
David,Wang,AutoPilot,Intelligence Artificielle,Gaming,11,Critique facile,Leadership,Noir,Ramen,Boisson énergisante,Python
Sarah,Schmidt,MediaWave,UI/UX Design,Photographie,2,Hypersensibilité,Organisation,Bleu,Sushi,Thé,JavaScript
Youssouf,Touré,EcoWatch,Data Science,Jardinage,7,Procrastination,Persévérance,Vert,Thieboudienne,Eau,Python
Sophie,Lejeune,DevOpsPro,DevOps,Bricolage,10,Entêtement,Ingéniosité,Gris,Lasagnes,Bière,Bash
Emilia,Rossi,ConnectKids,Développement Web Backend,Lecture,5,Impulsivité,Esprit d'équipe,Rouge,Pizza,Vin,Java
Jun,Kimoto,QuantumLeap,Blockchain,Échecs,8,Timidité,Rigueur,Noir,Sushi,Thé,Go
Fanta,Camara,AgriTech+,Machine Learning,Cuisine,3,Désorganisation,Curiosité,Jaune,Mafe,Bissap,Python
Louis,Blanc,FinTrack,Cybersécurité,Coding,9,Impatience,Adaptabilité,Bleu,Burger,Café,C#
Chloé,Lemaire,HealthConnect,Développement Mobile,Danse,6,Perfectionnisme,Empathie,Rose,Lasagnes,Jus d'orange,Kotlin
Ousmane,Diop,SafeCity,Administration Réseau,Football,12,Bavardage,Loyauté,Vert,Thieboudienne,Boisson énergisante,Shell
Adama,Traoré,UrbanFlow,SRE,Randonnée,7,Procrastination,Leadership,Orange,Yassa,Eau,Bash
Romain,Giraud,EduBoost,Développement Web Frontend,Voyage,4,Manque de confiance,Réactivité,Blanc,Pasta,Soda,JavaScript
Léa,Patel,DataInsight,Big Data,Méditation,1,Hypersensibilité,Organisation,Violet,Pho,Thé à la menthe,R
Ahmed,Khan,GreenEnergy,Gestion de Projet Tech,Jardinage,10,Entêtement,Persévérance,Jaune,Couscous,Lait,PHP
Maya,Lee,CyberGuard,Intelligence Artificielle,Gaming,5,Impulsivité,Créativité,Noir,Ramen,Café,Python
Paul,Dubois,OmniMart,Test Logiciel,Lecture,8,Perfectionnisme,Esprit d'équipe,Bleu,Burger,Jus d'orange,Java
Sofia,Nguyen,InfraBuild,Cloud Computing,Yoga,6,Timidité,Rigueur,Vert,Sushi,Smoothies,Go
Moussa,Diallo,RoboAssist,Ingénierie Logicielle,Bricolage,13,Désorganisation,Ingéniosité,Gris,Mafe,Bière,C++
Youssouf,Bah,SecureVote,Blockchain,Photographie,2,Bavardage,Loyauté,Rouge,Thieboudienne,Vin,Go
Camille,Petit,SkillUp,UI/UX Design,Musique,9,Impatience,Adaptabilité,Orange,Pasta,Jus d'orange,JavaScript
Omar,Sow,E-GovNext,Data Science,Jardinage,4,Procrastination,Curiosité,Jaune,Yassa,Eau,Python
Félix,Moreau,DevOpsPro,DevOps,Football,11,Entêtement,Leadership,Bleu,Lasagnes,Soda,Bash
Aisha,Ali,ConnectKids,Développement Mobile,Danse,7,Manque de confiance,Réactivité,Rose,Thieboudienne,Karkadé,Kotlin
Nene,Cissé,QuantumLeap,Machine Learning,Coding,3,Hypersensibilité,Patience,Noir,Sushi,Thé,Python
Lucas,Garcia,AgriTech+,Gestion de Projet Tech,Lecture,10,Perfectionnisme,Esprit d'équipe,Vert,Pizza,Vin,PHP
Laura,Tanaka,FinTrack,Cybersécurité,Gaming,5,Impulsivité,Créativité,Noir,Ramen,Café,C#
Liam,Bernard,HealthConnect,Développement Web Backend,Voyage,8,Timidité,Rigueur,Blanc,Burger,Jus d'orange,Java
Zoé,Ndiaye,EduBoost,Cloud Computing,Yoga,6,Désorganisation,Empathie,Violet,Pasta,Smoothies,Go
Aminata,Diop,SafeCity,Administration Réseau,Bricolage,12,Bavardage,Ingéniosité,Gris,Thieboudienne,Bière,Shell
Ahmed,Keita,UrbanFlow,SRE,Randonnée,7,Procrastination,Loyauté,Orange,Yassa,Eau,Bash
Chloe,Wang,DataInsight,Big Data,Méditation,4,Manque de confiance,Adaptabilité,Bleu,Pho,Thé à la menthe,R
Gabriel,Dupont,GreenEnergy,Intelligence Artificielle,Coding,11,Entêtement,Leadership,Jaune,Couscous,Lait,Python
Nina,Schmidt,CyberGuard,Test Logiciel,Photographie,2,Hypersensibilité,Organisation,Rouge,Sushi,Thé,Java
Mamadou,Kone,OmniMart,Développement Web Frontend,Danse,9,Perfectionnisme,Esprit d'équipe,Rose,Lasagnes,Jus d'orange,JavaScript
Eva,Sy,InfraBuild,Blockchain,Échecs,3,Impulsivité,Rigueur,Vert,Thieboudienne,Vin,Go
Hugo,Lejeune,RoboAssist,Ingénierie Logicielle,Bricolage,13,Désorganisation,Ingéniosité,Gris,Burger,Bière,C++
Rania,Singh,SecureVote,UI/UX Design,Musique,1,Bavardage,Loyauté,Violet,Pasta,Smoothies,JavaScript
Diao,Touré,SkillUp,Data Science,Jardinage,10,Procrastination,Curiosité,Jaune,Yassa,Eau,Python
Sanaa,Ali,E-GovNext,DevOps,Football,5,Entêtement,Leadership,Bleu,Mafe,Soda,Bash
Ibrahim,Moreau,DevOpsPro,Développement Mobile,Gaming,8,Manque de confiance,Réactivité,Noir,Ramen,Café,Kotlin
Théo,Rossi,ConnectKids,Machine Learning,Lecture,6,Hypersensibilité,Patience,Rouge,Pizza,Vin,Python
Juliette,Kimoto,QuantumLeap,Gestion de Projet Tech,Voyage,3,Perfectionnisme,Esprit d'équipe,Rose,Sushi,Thé,PHP
Adja,Sow,AgriTech+,Cybersécurité,Coding,9,Impulsivité,Créativité,Vert,Thieboudienne,Eau,C#
Oumar,Diop,FinTrack,Développement Web Backend,Danse,4,Timidité,Rigueur,Bleu,Burger,Jus d'orange,Java
Hawa,Bernard,HealthConnect,Cloud Computing,Yoga,11,Désorganisation,Empathie,Blanc,Lasagnes,Smoothies,Go
Enzo,Ndiaye,EduBoost,Administration Réseau,Bricolage,7,Bavardage,Ingéniosité,Gris,Mafe,Bière,Shell
Astou,Keita,SafeCity,SRE,Randonnée,2,Procrastination,Loyauté,Orange,Yassa,Eau,Bash
Mei,Wang,UrbanFlow,Big Data,Méditation,12,Manque de confiance,Adaptabilité,Violet,Pho,Thé à la menthe,R
Mariam,Dupont,DataInsight,Intelligence Artificielle,Gaming,6,Entêtement,Leadership,Noir,Couscous,Lait,Python
Khadija,Schmidt,GreenEnergy,Test Logiciel,Photographie,9,Hypersensibilité,Organisation,Rouge,Sushi,Thé,Java
Liam,Kone,CyberGuard,Développement Web Frontend,Danse,5,Perfectionnisme,Esprit d'équipe,Rose,Lasagnes,Jus d'orange,JavaScript
Lena,Sy,OmniMart,Blockchain,Échecs,8,Impulsivité,Rigueur,Vert,Thieboudienne,Vin,Go
Valentin,Lejeune,InfraBuild,Ingénierie Logicielle,Bricolage,13,Désorganisation,Ingéniosité,Gris,Burger,Bière,C++
Célia,Singh,RoboAssist,UI/UX Design,Musique,1,Bavardage,Loyauté,Bleu,Pasta,Smoothies,JavaScript
Idrissa,Touré,SecureVote,Data Science,Jardinage,10,Procrastination,Curiosité,Jaune,Yassa,Eau,Python
Rose,Ali,SkillUp,DevOps,Football,5,Entêtement,Leadership,Vert,Mafe,Soda,Bash
Maxime,Moreau,E-GovNext,Développement Mobile,Gaming,8,Manque de confiance,Réactivité,Noir,Ramen,Café,Kotlin
Elodie,Rossi,DevOpsPro,Machine Learning,Lecture,6,Hypersensibilité,Patience,Rouge,Pizza,Vin,Python
Oumar,Kimoto,ConnectKids,Gestion de Projet Tech,Voyage,3,Perfectionnisme,Esprit d'équipe,Rose,Sushi,Thé,PHP
Sana,Sow,QuantumLeap,Cybersécurité,Coding,9,Impulsivité,Créativité,Vert,Thieboudienne,Eau,C#
Jeanne,Diop,AgriTech+,Développement Web Backend,Danse,4,Timidité,Rigueur,Bleu,Burger,Jus d'orange,Java
Maël,Bernard,FinTrack,Cloud Computing,Yoga,11,Désorganisation,Empathie,Blanc,Lasagnes,Smoothies,Go
Aya,Ndiaye,HealthConnect,Administration Réseau,Bricolage,7,Bavardage,Ingéniosité,Gris,Mafe,Bière,Shell
Youssouf,Keita,EduBoost,SRE,Randonnée,2,Procrastination,Loyauté,Orange,Yassa,Eau,Bash
Fatou,Wang,SafeCity,Big Data,Méditation,12,Manque de confiance,Adaptabilité,Violet,Pho,Thé à la menthe,R
Oscar,Dupont,UrbanFlow,Intelligence Artificielle,Gaming,6,Entêtement,Leadership,Noir,Couscous,Lait,Python
Binta,Schmidt,DataInsight,Test Logiciel,Photographie,9,Hypersensibilité,Organisation,Rouge,Sushi,Thé,Java
Souleymane,Kone,GreenEnergy,Développement Web Frontend,Danse,5,Perfectionnisme,Esprit d'équipe,Rose,Lasagnes,Jus d'orange,JavaScript
Mariam,Sy,CyberGuard,Blockchain,Échecs,8,Impulsivité,Rigueur,Vert,Thieboudienne,Vin,Go
Gaspard,Lejeune,OmniMart,Ingénierie Logicielle,Bricolage,13,Désorganisation,Ingéniosité,Gris,Burger,Bière,C++
Léonie,Singh,InfraBuild,UI/UX Design,Musique,1,Bavardage,Loyauté,Bleu,Pasta,Smoothies,JavaScript
Raphaël,Touré,RoboAssist,Data Science,Jardinage,10,Procrastination,Curiosité,Jaune,Yassa,Eau,Python
Aaliyah,Ali,SecureVote,DevOps,Football,5,Entêtement,Leadership,Vert,Mafe,Soda,Bash
Basile,Moreau,SkillUp,Développement Mobile,Gaming,8,Manque de confiance,Réactivité,Noir,Ramen,Café,Kotlin
Agathe,Rossi,E-GovNext,Machine Learning,Lecture,6,Hypersensibilité,Patience,Rouge,Pizza,Vin,Python
Sacha,Kimoto,DevOpsPro,Gestion de Projet Tech,Voyage,3,Perfectionnisme,Esprit d'équipe,Rose,Sushi,Thé,PHP
Dubois,Léa,SafeCity,Développement Web,Lecture,6,Désordonné,Curieux,Bleu,Yassa,Café,Python
Smith,Noah,AI Innovate,Intelligence Artificielle,Gaming,12,Têtu,Rigoureux,Vert,Sushi,Thé,Python
Garcia,Olivia,FinTrack,Data Science,Voyage,8,Impatience,Organisé,Rouge,Tacos,Jus d'orange,Java
Hernandez,Liam,EduBoost,Développement Mobile,Danse,3,Timidité,Adaptable,Jaune,Burger,Eau plate,Swift
Diallo,Fatoumata,AgriTech+,Cloud Computing,Jardinage,10,Procrastination,Esprit d'équipe,Noir,Couscous,Bissap,PHP
Johnson,Sophia,CyberShield,Cybersécurité,Photographie,7,Sensible,Persévérant,Blanc,Pizza,Coca-Cola,C#
Traoré,Moussa,HealthConnect,DevOps,Football,5,Distrait,Optimiste,Violet,Thieboudienne,Jus de gingembre,Go
Miller,Emily,SmartLogistics,Analyse Business,Randonnée,11,Perfectionnisme excessif,Pédagogue,Orange,Curry,Smoothie,JavaScript
Ndiaye,Aïcha,WebSphere,UX/UI Design,Cuisine,4,Bavard,Créatif,Rose,Mafé,Eau gazeuse,Python
Brown,Jules,MobileGenius,Développement Mobile,Musique,9,Sarcasme,Autonome,Gris,Pâtes Carbonara,Café,Kotlin
Wilson,Raphaël,CloudForge,Cloud Computing,Échecs,14,Négatif,Fiable,Bleu,Boeuf Bourguignon,Thé,Java
Moore,Sokhna,AI Innovate,Intelligence Artificielle,Yoga,2,Pessimiste,Patient,Vert,Paella,Limonade,Python
Sow,Mariam,QuantumLeap,Blockchain,Lecture,1,Faible concentration,Communicatif,Rouge,Lasagnes,Eau plate,TypeScript
Keita,Ibrahima,BioInsight,Data Science,Football,13,Têtu,Rigoureux,Jaune,Riz au poisson,Bissap,SQL
Lopez,Modou,GlobalConnect,Réseaux,Gaming,6,Impatience,Organisé,Noir,Sushi,Jus d'orange,Bash
Martinez,Alice,NextGen,Développement Web,Voyage,0,Timidité,Adaptable,Blanc,Tacos,Coca-Cola,PHP
Roberts,Tom,DeepDive,DevOps,Danse,8,Procrastination,Esprit d'équipe,Violet,Burger,Jus de gingembre,C#
Davis,Sara,UrbanFlow,Cybersécurité,Jardinage,5,Sensible,Persévérant,Orange,Couscous,Smoothie,Go
Jackson,Kenji,AgriTech+,Robotique,Photographie,10,Distrait,Optimiste,Rose,Thieboudienne,Eau gazeuse,JavaScript
Wright,Priya,SafeCity,Développement Web,Cuisine,3,Perfectionnisme excessif,Pédagogue,Gris,Pizza,Café,Python
King,Louis,EduBoost,Développement Mobile,Musique,15,Bavard,Créatif,Bleu,Mafé,Thé,Kotlin
Perez,Gabriel,FinTrack,Data Science,Échecs,7,Sarcasme,Autonome,Vert,Pâtes Carbonara,Limonade,Java
Nguyen,Isabelle,HealthConnect,Cloud Computing,Randonnée,2,Négatif,Fiable,Rouge,Boeuf Bourguignon,Eau plate,Python
Lee,Diego,SmartLogistics,Analyse Business,Yoga,11,Pessimiste,Patient,Jaune,Paella,Bissap,TypeScript
Singh,Emily,CyberShield,Cybersécurité,Bricolage,9,Faible concentration,Communicatif,Noir,Lasagnes,Jus d'orange,SQL
Chen,Olivia,WebSphere,UX/UI Design,Lecture,4,Têtu,Rigoureux,Blanc,Riz au poisson,Coca-Cola,Bash
Dubois,Noah,MobileGenius,Développement Mobile,Football,6,Impatience,Organisé,Violet,Sushi,Jus de gingembre,PHP
Smith,Fatoumata,CloudForge,Cloud Computing,Gaming,1,Timidité,Adaptable,Orange,Tacos,Smoothie,Swift
Garcia,Liam,AI Innovate,Intelligence Artificielle,Danse,13,Procrastination,Esprit d'équipe,Rose,Burger,Eau gazeuse,Go
Hernandez,Moussa,QuantumLeap,Blockchain,Jardinage,8,Sensible,Persévérant,Gris,Couscous,Café,C#
Diallo,Sophia,BioInsight,Data Science,Photographie,5,Distrait,Optimiste,Bleu,Thieboudienne,Thé,Python
Johnson,Emily,EcoVision,Réseaux,Cuisine,10,Perfectionnisme excessif,Pédagogue,Vert,Pizza,Limonade,Java
Traoré,Aïcha,GlobalConnect,Gestion de Projet,Musique,3,Bavard,Créatif,Rouge,Mafé,Eau plate,JavaScript
Miller,Léa,NextGen,Développement Web,Échecs,14,Sarcasme,Autonome,Jaune,Pâtes Carbonara,Bissap,Kotlin
Ndiaye,Jules,DeepDive,DevOps,Randonnée,7,Négatif,Fiable,Noir,Boeuf Bourguignon,Jus d'orange,Ruby
Brown,Raphaël,UrbanFlow,Cybersécurité,Yoga,2,Pessimiste,Patient,Blanc,Paella,Coca-Cola,C++
Wilson,Sokhna,AgriTech+,Robotique,Bricolage,11,Faible concentration,Communicatif,Violet,Lasagnes,Jus de gingembre,TypeScript
Moore,Mariam,SafeCity,Développement Web,Lecture,9,Têtu,Rigoureux,Orange,Riz au poisson,Smoothie,SQL
Sow,Ibrahima,EduBoost,Développement Mobile,Football,4,Impatience,Organisé,Rose,Sushi,Eau gazeuse,Bash
Keita,Modou,FinTrack,Data Science,Gaming,12,Timidité,Adaptable,Gris,Tacos,Café,PHP
Lopez,Alice,HealthConnect,Cloud Computing,Danse,6,Procrastination,Esprit d'équipe,Bleu,Burger,Thé,Swift
Martinez,Tom,SmartLogistics,Analyse Business,Jardinage,1,Sensible,Persévérant,Vert,Couscous,Limonade,Go
Roberts,Sara,CyberShield,Cybersécurité,Photographie,13,Distrait,Optimiste,Rouge,Thieboudienne,Eau plate,C#
Davis,Kenji,WebSphere,UX/UI Design,Cuisine,8,Perfectionnisme excessif,Pédagogue,Jaune,Pizza,Bissap,Python
Jackson,Priya,MobileGenius,Développement Mobile,Musique,5,Bavard,Créatif,Noir,Mafé,Jus d'orange,Kotlin
Wright,Louis,CloudForge,Cloud Computing,Échecs,10,Sarcasme,Autonome,Blanc,Pâtes Carbonara,Coca-Cola,Java
King,Gabriel,AI Innovate,Intelligence Artificielle,Randonnée,3,Négatif,Fiable,Violet,Boeuf Bourguignon,Jus de gingembre,Ruby
Perez,Isabelle,QuantumLeap,Blockchain,Yoga,15,Pessimiste,Patient,Orange,Paella,Smoothie,C++
Nguyen,Diego,BioInsight,Data Science,Bricolage,7,Faible concentration,Communicatif,Rose,Lasagnes,Eau gazeuse,TypeScript
Lee,Emily,EcoVision,Réseaux,Lecture,2,Têtu,Rigoureux,Gris,Riz au poisson,Café,SQL
Singh,Olivia,GlobalConnect,Gestion de Projet,Football,14,Impatience,Organisé,Bleu,Sushi,Thé,Bash
Chen,Noah,NextGen,Développement Web,Gaming,9,Timidité,Adaptable,Vert,Tacos,Limonade,PHP
Dubois,Fatoumata,DeepDive,DevOps,Danse,4,Procrastination,Esprit d'équipe,Rouge,Burger,Eau plate,Go
Smith,Liam,UrbanFlow,Cybersécurité,Jardinage,11,Sensible,Persévérant,Jaune,Couscous,Bissap,C#
Garcia,Moussa,AgriTech+,Robotique,Photographie,6,Distrait,Optimiste,Noir,Thieboudienne,Jus d'orange,Python
Hernandez,Sophia,SafeCity,Développement Web,Cuisine,1,Perfectionnisme excessif,Pédagogue,Blanc,Pizza,Coca-Cola,JavaScript
Diallo,Emily,EduBoost,Développement Mobile,Musique,13,Bavard,Créatif,Violet,Mafé,Jus de gingembre,Kotlin
Johnson,Léa,FinTrack,Data Science,Échecs,8,Sarcasme,Autonome,Orange,Pâtes Carbonara,Smoothie,Java
Traoré,Jules,HealthConnect,Cloud Computing,Randonnée,5,Négatif,Fiable,Rose,Boeuf Bourguignon,Eau gazeuse,Ruby
Miller,Raphaël,SmartLogistics,Analyse Business,Yoga,10,Pessimiste,Patient,Gris,Paella,Café,C++
Ndiaye,Sokhna,CyberShield,Cybersécurité,Bricolage,3,Faible concentration,Communicatif,Bleu,Lasagnes,Thé,TypeScript
Brown,Mariam,WebSphere,UX/UI Design,Lecture,15,Têtu,Rigoureux,Vert,Riz au poisson,Limonade,SQL
Wilson,Ibrahima,MobileGenius,Développement Mobile,Football,7,Impatience,Organisé,Rouge,Sushi,Eau plate,Bash
